Probe set,Descriptions,BCR-ABL-R4 Avg Diff,BCR-ABL-R4 Abs Call,MLL-R5 Avg Diff,MLL-R5 Abs Call,Normal-R4 Avg Diff,Normal-R4 Abs Call,T-ALL-R7 Avg Diff,T-ALL-R7 Abs Call,T-ALL-R8 Avg Diff,T-ALL-R8 Abs Call,Hyperdip>50-2M#3 Avg Diff,Hyperdip>50-2M#3 Abs Call,Hypodip-2M#3 Avg Diff,Hypodip-2M#3 Abs Call,Hypodip-2M#2 Avg Diff,Hypodip-2M#2 Abs Call
1445_at,"AF014958 /FEATURE= /DEFINITION=AF014958 Homo sapiens chemokine receptor X (CKRX) mRNA, complete cds",1858.3,A,4499.5,M,2646.6999999999998,P,579.70000000000005,A,2899.9000000000001,A,495.30000000000001,A,1470.5,P,1307.0999999999999,A
1446_at,D00760 /FEATURE= /DEFINITION=HUMPSC3 Human mRNA for proteasome subunit HC3,7453.5,P,8496.7000000000007,P,10951,P,11490,P,17089.799999999999,P,8716.8999999999996,P,12345.799999999999,P,10732.1,P
1447_at,D00761 /FEATURE= /DEFINITION=HUMPSC5 Human mRNA for proteasome subunit HC5,42922,P,32814.199999999997,P,26260.299999999999,P,23812.900000000001,P,27352.400000000001,P,31400,P,24369,P,32165.099999999999,P
1448_at,D00762 /FEATURE= /DEFINITION=HUMPSC8 Human mRNA for proteasome subunit HC8,10404,P,2948.1999999999998,P,8348,P,6969.1000000000004,P,11439.700000000001,P,11659.6,P,7730.8999999999996,P,19657.799999999999,P
1449_at,D00763 /FEATURE= /DEFINITION=HUMPSC9 Human mRNA for proteasome subunit HC9,3098.6999999999998,A,3071.9000000000001,A,7736.5,P,10051.9,P,11745.700000000001,P,10461.700000000001,P,7932.8999999999996,P,16812.900000000001,P
1450_g_at,D00763 /FEATURE= /DEFINITION=HUMPSC9 Human mRNA for proteasome subunit HC9,22066,P,7241.6000000000004,P,9664.6000000000004,P,12867.700000000001,P,14872.1,P,12802.700000000001,P,16658.5,P,26239.799999999999,P
1451_s_at,"D13666 /FEATURE= /DEFINITION=HUMOSF2OS Homo sapiens osf-2 mRNA for osteoblast specific factor 2 (OSF-2os), complete cds",2228.8000000000002,A,1288.7,A,492.19999999999999,A,1078.8,A,-520.89999999999998,A,11.6,A,177.90000000000001,A,656.10000000000002,A
1432_s_at,"D16105 /FEATURE= /DEFINITION=HUMLTKLP2 Human mRNA for leukocyte tyrosine kinase, complete cds",4688.6000000000004,A,595.5,A,1017.2,A,4246.5,A,5186.5,A,752,A,6237.8000000000002,P,1204.7,A
1411_at,"D16154 /FEATURE=exons#1-7 /DEFINITION=HUMCYP11BB Human gene for cytochrome P-450c11, exon 3-9",1307.4000000000001,A,-1283.4000000000001,A,156.30000000000001,A,-741.20000000000005,A,267.30000000000001,A,483.60000000000002,A,-43.399999999999999,A,421.60000000000002,A
1412_g_at,"D16154 /FEATURE=exons#1-7 /DEFINITION=HUMCYP11BB Human gene for cytochrome P-450c11, exon 3-9",-1123.9000000000001,A,-2740.1999999999998,A,-708.60000000000002,A,-269.19999999999999,A,-333.30000000000001,A,-897.5,A,-989.70000000000005,A,-1171.9000000000001,A
1413_at,"D26561 /FEATURE=cds#1 /DEFINITION=D26561 Homo sapiens cellular DNA containing a segment of Human papilloma virus type 5b, partial and complete cds",499.89999999999998,A,-1996,A,-841.5,A,-24.899999999999999,A,-217.59999999999999,A,-34.5,A,353.5,M,-929.10000000000002,A
1414_at,"D26561 /FEATURE=cds#2 /DEFINITION=D26561 Homo sapiens cellular DNA containing a segment of Human papilloma virus type 5b, partial and complete cds",2028.7,A,-6588.6999999999998,A,613.39999999999998,A,-1472.7,A,691.70000000000005,A,-2.7999999999999998,A,0.29999999999999999,A,-708.79999999999995,A
1415_at,"D26561 /FEATURE=cds#3 /DEFINITION=D26561 Homo sapiens cellular DNA containing a segment of Human papilloma virus type 5b, partial and complete cds",3070.8000000000002,A,8642.7000000000007,P,3493.9000000000001,A,4630.3000000000002,A,6061.5,P,5813.6999999999998,A,4061.5999999999999,A,4729.5,A
1416_g_at,"D26561 /FEATURE=cds#3 /DEFINITION=D26561 Homo sapiens cellular DNA containing a segment of Human papilloma virus type 5b, partial and complete cds",1099.2,A,944.29999999999995,A,54.100000000000001,A,-313.39999999999998,A,-1775.7,A,131,A,-973.60000000000002,A,189.59999999999999,A
1417_at,"D26561 /FEATURE=cds#4 /DEFINITION=D26561 Homo sapiens cellular DNA containing a segment of Human papilloma virus type 5b, partial and complete cds",2429,A,-3523.9000000000001,A,-414.89999999999998,A,-280.80000000000001,A,-3598.0999999999999,A,113.90000000000001,A,-599.20000000000005,A,-316,A
1418_at,"D29675 /FEATURE=exon /DEFINITION=HUMNOSB Human inducible nitric oxide synthase gene, promoter and exon 1",1013.5,A,-748.60000000000002,A,-673.39999999999998,A,-1564.2,A,-300.30000000000001,A,-2204.8000000000002,A,-813.70000000000005,A,-2399.3000000000002,A
1419_g_at,"D29675 /FEATURE=exon /DEFINITION=HUMNOSB Human inducible nitric oxide synthase gene, promoter and exon 1",1004.1,A,3930.3000000000002,A,539.5,A,-2693,A,2521,A,1768,P,1320.2,A,2204.8000000000002,A
1420_s_at,"D30655 /FEATURE= /DEFINITION=HUMELF4AII Homo sapiens mRNA for eukaryotic initiation factor 4AII, complete cds",41640.400000000001,P,28704.299999999999,P,49772.300000000003,P,26927,P,31689.799999999999,P,39237.400000000001,P,55185.199999999997,P,37965.699999999997,P
1421_at,"D30742 /FEATURE= /DEFINITION=HUMCDPKIV Human mRNA for calmodulin-dependent protein kinase IV, complete cds",-1664.5999999999999,A,237.5,A,-275.19999999999999,A,-466.30000000000001,A,669.79999999999995,A,397.19999999999999,A,202.69999999999999,A,500.5,A
1422_g_at,"D30742 /FEATURE= /DEFINITION=HUMCDPKIV Human mRNA for calmodulin-dependent protein kinase IV, complete cds",-1118.2,A,2310.9000000000001,A,760.60000000000002,A,456.19999999999999,A,2284.3000000000002,P,145,A,391.39999999999998,A,389.60000000000002,A
1423_at,"D78514 /FEATURE=cds /DEFINITION=D78514 Homo sapiens mRNA for ubiquitin-conjugating enzyme, complete cds",-1173.7,A,-2456.9000000000001,A,2185.5,P,2448.0999999999999,P,1412.7,A,2286.1999999999998,P,1429.5,A,316,A
1424_s_at,"D78577 /FEATURE=expanded_cds /DEFINITION=D78576S2 Human DNA for 14-3-3 protein eta chain, exon2 and complete cds",42975.300000000003,P,36677,P,24913.700000000001,P,28372.700000000001,P,31628.099999999999,P,25864.700000000001,P,26035.5,P,31323.400000000001,P
1425_at,"D88795 /FEATURE= /DEFINITION=D88795 Homo sapiens mRNA for cadherin, partial cds",-1927.8,A,1684,A,-147.09999999999999,A,-308,A,-1834.7,A,-395.89999999999998,A,-955.60000000000002,A,-270.19999999999999,A
1426_at,"D89077 /FEATURE= /DEFINITION=D89077 Homo sapiens mRNA for Src-like adapter protein, complete cds",3530.4000000000001,A,14052.6,P,1506.4000000000001,A,19629.099999999999,P,11351.5,P,3745.8000000000002,P,3097.4000000000001,P,4562,P
1427_g_at,"D89077 /FEATURE= /DEFINITION=D89077 Homo sapiens mRNA for Src-like adapter protein, complete cds",2912.3000000000002,A,7405.6999999999998,P,346.60000000000002,A,7757.5,P,7222.1000000000004,P,1699.5,P,1155.7,A,1213.8,A
1428_at,"Thyroid Hormone Receptor, Beta-2",-505.19999999999999,A,-1049.4000000000001,A,-631.79999999999995,A,-936.20000000000005,A,-1490.0999999999999,A,-628.39999999999998,A,-79.700000000000003,A,-1078,A
1430_at,J00306 /FEATURE=cds /DEFINITION=HUMSOMI Human somatostatin I gene and flanks,-280.60000000000002,A,-2726.5999999999999,A,-222.80000000000001,A,-125.5,A,-668.29999999999995,A,-915.29999999999995,A,1022.5,A,-603.39999999999998,A
1431_at,"J02843 /FEATURE=cds /DEFINITION=HUMCYPIIE Human cytochrome P450IIE1 (ethanol-inducible) gene, complete cds",3431,A,7071.6000000000004,P,1486,P,46.700000000000003,A,-735.5,A,-210.90000000000001,A,1894.5,A,1717.5999999999999,A
1408_at,"J02986 /FEATURE=exon#3 /DEFINITION=HUMHST Human transforming protein (hst) gene, complete cds",-241.40000000000001,A,2134.9000000000001,A,-35,A,2451.1999999999998,P,1686.0999999999999,A,38.100000000000001,A,1292.8,A,352.30000000000001,A
1409_at,"J03161 /FEATURE=mRNA /DEFINITION=HUMSRF Human serum response factor (SRF) mRNA, complete cds",4451.1000000000004,P,6185.8000000000002,P,3764.5999999999999,P,3075.5,A,5516.1999999999998,A,4349.1000000000004,P,2166.6999999999998,A,5955.5,P
1410_at,"J03258 /FEATURE=mRNA /DEFINITION=HUMVDR Human vitamin D receptor mRNA, complete cds",497,A,4519.6999999999998,A,-730.60000000000002,A,-360.5,A,2143.4000000000001,A,-740.10000000000002,A,1208.5999999999999,A,638.20000000000005,A
1388_g_at,"J03258 /FEATURE=mRNA /DEFINITION=HUMVDR Human vitamin D receptor mRNA, complete cds",1888,A,110.5,A,434.80000000000001,A,345.69999999999999,A,-383.80000000000001,A,-43.899999999999999,A,122.90000000000001,A,-837.10000000000002,A
1389_at,"J03779 /FEATURE=mRNA /DEFINITION=HUMCALLA Human common acute lymphoblastic leukemia antigen (CALLA) mRNA, complete cds",69994.899999999994,P,-1886,A,55091.400000000001,P,4276.1000000000004,P,6103,P,71842.699999999997,P,66117.199999999997,P,21461,P
1390_s_at,"L00137 /FEATURE=cds#1 /DEFINITION=HUMGRFP5 Human growth hormone-releasing factor (GRF) gene, exon 5",1619,A,-1306.3,A,777.60000000000002,A,568,A,-882.29999999999995,A,702.39999999999998,A,693.20000000000005,A,2774.5999999999999,A
1391_s_at,"L04751 /FEATURE= /DEFINITION=HUMCYTFAOH Human cytochrome p-450 4A (CYP4A) mRNA, complete cds",3431.3000000000002,A,-3458,A,-392.39999999999998,A,308.39999999999998,A,1139.9000000000001,A,-696.79999999999995,A,-663,A,1624.2,A
1392_at,"L16862 /FEATURE= /DEFINITION=HUMPROCRKI Homo sapiens G protein-coupled receptor kinase (GRK6) mRNA, complete cds",7767.6000000000004,A,1382.5999999999999,A,4449.6999999999998,P,9383.1000000000004,P,8064.8000000000002,A,6864.1000000000004,P,5289.3999999999996,M,6579.6000000000004,P
1393_at,"L20348 /FEATURE=expanded_cds /DEFINITION=HUMOMDLN04 Homo sapiens oncomodulin gene, exon 5",-1400.8,A,265.5,A,-796.10000000000002,A,324.89999999999998,A,250.09999999999999,A,587.60000000000002,A,33.5,A,-44.799999999999997,A
1394_at,"L25080 /FEATURE= /DEFINITION=HUMRHOAA Homo sapiens GTP-binding protein (rhoA) mRNA, complete cds",54249.199999999997,P,52003.900000000001,P,33626,P,31160.200000000001,P,32325.099999999999,P,33066.900000000001,P,38531.900000000001,P,39044.900000000001,P
1395_at,"L25081 /FEATURE= /DEFINITION=HUMRHOCA Homo sapiens GTPase (rhoC) mRNA, complete cds",4126.1999999999998,A,8190.5,P,1964.9000000000001,M,2499.5,P,1513.5,A,5644.5,P,382.19999999999999,A,3123.5999999999999,P
1396_at,L27560 /FEATURE=mRNA /DEFINITION=HUMIGFBP5X Human insulin-like growth factor binding protein 5 (IGFBP5) mRNA,840.20000000000005,A,1332.7,A,199.19999999999999,A,438.19999999999999,A,3763.3000000000002,A,196.19999999999999,A,955.89999999999998,A,1561.9000000000001,A
1397_at,"L32976 /FEATURE= /DEFINITION=HUMMLK3A Human protein kinase (MLK-3) mRNA, complete cds",-327.39999999999998,A,1134.8,A,3142.4000000000001,P,2831.3000000000002,P,3006.5,A,556,A,2160.0999999999999,P,2178.4000000000001,P
1398_g_at,"L32976 /FEATURE= /DEFINITION=HUMMLK3A Human protein kinase (MLK-3) mRNA, complete cds",16527.799999999999,P,11347.700000000001,P,10269.1,P,8920,P,6584.3000000000002,M,7842.6000000000004,P,10792.9,P,7541.1999999999998,P
1399_at,"L34587 /FEATURE= /DEFINITION=HUMRPIE Homo sapiens RNA polymerase II elongation factor SIII, p15 subunit mRNA, complete cds",11497.9,P,7682.1000000000004,P,9939,P,14527.9,P,10988,P,7640.3999999999996,P,11467.799999999999,P,14706.700000000001,P
1400_at,"M13207 /FEATURE=expanded_cds /DEFINITION=HUMCSFGMA Human granulocyte-macrophage colony-stimulating factor (CSF1) gene, complete cds",2265.1999999999998,A,-787.29999999999995,A,-364.80000000000001,A,-1281.3,A,-1399.8,A,-1411,A,-746.20000000000005,A,1057,A
1401_g_at,"M13207 /FEATURE=expanded_cds /DEFINITION=HUMCSFGMA Human granulocyte-macrophage colony-stimulating factor (CSF1) gene, complete cds",-342.10000000000002,A,3268.8000000000002,A,1037.7,A,214.59999999999999,A,-1105.2,A,-354.69999999999999,A,-840.10000000000002,A,8504,A
1402_at,M16038 /FEATURE= /DEFINITION=HUMLYN Human lyn mRNA encoding a tyrosine kinase,726.79999999999995,A,4375.3999999999996,P,1009.6,A,5616.1999999999998,P,830.39999999999998,A,2532.1999999999998,P,3841.8000000000002,P,6985.1999999999998,P
1403_s_at,"M21121 /FEATURE= /DEFINITION=HUMTCSM Human T cell-specific protein (RANTES) mRNA, complete cds",4467.6000000000004,P,5525.3999999999996,P,1962.8,P,4197.1999999999998,P,1830.5,A,3086.4000000000001,P,3916.1999999999998,P,7557,P
1404_r_at,"M21121 /FEATURE= /DEFINITION=HUMTCSM Human T cell-specific protein (RANTES) mRNA, complete cds",-514.5,A,-1535,A,-645.60000000000002,A,-198.69999999999999,A,-1419.0999999999999,A,-124.40000000000001,A,121.90000000000001,A,-558.10000000000002,A
1405_i_at,"M21121 /FEATURE= /DEFINITION=HUMTCSM Human T cell-specific protein (RANTES) mRNA, complete cds",1369.2,A,2498.5999999999999,A,128.30000000000001,A,1226.5,A,104,A,1352.3,P,2573.3000000000002,A,1155,A
1406_at,"M21985 /FEATURE= /DEFINITION=HUMSRTR2A Human steroid receptor TR2 mRNA, complete cds",2024.2,A,566.5,A,1627.4000000000001,A,834.60000000000002,A,2199.8000000000002,A,1099.9000000000001,A,2712.6999999999998,A,917.79999999999995,A
1407_g_at,"M21985 /FEATURE= /DEFINITION=HUMSRTR2A Human steroid receptor TR2 mRNA, complete cds",-667.29999999999995,A,-1714.5,A,859.79999999999995,A,-896.60000000000002,A,-536.10000000000002,A,300.10000000000002,A,1076.7,A,376.89999999999998,A
1387_at,"M22005 /FEATURE=cds /DEFINITION=HUMIL2AB Human interleukin 2 gene, clone pATtacIL-2C/2TT, complete cds, clone pATtacIL-2C/2TT",-370.10000000000002,A,-1736.8,A,-1207.3,A,363.5,A,339.89999999999998,A,-666.70000000000005,A,-503.30000000000001,A,-826.89999999999998,A
1365_at,"M26062 /FEATURE= /DEFINITION=HUMIL2RBC Human interleukin 2 receptor beta chain (p70-75) mRNA, complete cds",-2017.5999999999999,A,-2192.0999999999999,A,-931.10000000000002,A,1706.4000000000001,A,-1966,A,-70.900000000000006,A,1567.8,A,-1108.8,A
1366_i_at,"M26880 /FEATURE= /DEFINITION=HUMUBI13 Human ubiquitin mRNA, complete cds",97004.5,P,58823.099999999999,P,52693.699999999997,P,63613.300000000003,P,45244.800000000003,P,59513.5,P,69859.100000000006,P,57359,P
1367_f_at,"M26880 /FEATURE= /DEFINITION=HUMUBI13 Human ubiquitin mRNA, complete cds",71358.399999999994,P,207729,P,118127.60000000001,P,186980.10000000001,P,85855.5,P,139592.39999999999,P,150043.29999999999,P,130872,P
1368_at,"M27492 /FEATURE= /DEFINITION=HUMIL1RA Human interleukin 1 receptor mRNA, complete cds",-832.60000000000002,A,1540.5,A,3.7999999999999998,A,-74,A,-1707.7,A,-111.40000000000001,A,115.40000000000001,A,-232.59999999999999,A
1369_s_at,"M28130 /FEATURE=mRNA /DEFINITION=HUMIL8A Human interleukin 8 (IL8) gene, complete cds",-953,A,-4496,A,-1149.7,A,-587.10000000000002,A,-1429,A,-2424.4000000000001,A,1865.2,A,-1306.4000000000001,A
1370_at,"M29696 /FEATURE= /DEFINITION=HUMIL7AA Human interleukin-7 receptor (IL-7) mRNA, complete cds",1278.0999999999999,A,-1210.4000000000001,A,8040.1999999999998,P,4080.5999999999999,P,1497.9000000000001,A,3843.8000000000002,P,8031.8000000000002,P,8320.8999999999996,P
1371_s_at,"M29874 /FEATURE= /DEFINITION=HUMCYP2BB Human cytochrome P450-IIB (hIIB1) mRNA, complete cds",-2028.3,A,-3509,A,-89.099999999999994,A,-335.89999999999998,A,388.89999999999998,A,386.89999999999998,A,-785.29999999999995,A,1060.8,A
1372_at,"M31165 /FEATURE=mRNA /DEFINITION=HUMTSG6A Human tumor necrosis factor-inducible (TSG-6) mRNA fragment, adhesion receptor CD44 putative CDS",114.09999999999999,A,2390.8000000000002,A,-347.39999999999998,A,12.4,A,1237.7,A,81.400000000000006,A,215.5,A,-210.59999999999999,A
1373_at,"M31523 /FEATURE= /DEFINITION=HUMTFAA Human transcription factor (E2A) mRNA, complete cds",17622.5,P,15847.1,P,15507.799999999999,P,4419.1999999999998,P,4531.3999999999996,P,22217,P,34819.900000000001,P,16368.9,P
1374_g_at,"M31523 /FEATURE= /DEFINITION=HUMTFAA Human transcription factor (E2A) mRNA, complete cds",3069.0999999999999,M,4581.3000000000002,A,10188.200000000001,P,820.29999999999995,A,1499.7,A,19108.799999999999,P,26478.299999999999,P,7564.6000000000004,P
1375_s_at,"M32304 /FEATURE= /DEFINITION=HUMMET Human metalloproteinase inhibitor mRNA, complete cds",747.79999999999995,A,-1480.7,A,1403.3,A,3252.9000000000001,P,339.39999999999998,A,2437,A,2081,A,433.10000000000002,A
1376_at,"M36067 /FEATURE=mRNA /DEFINITION=HUMLIGAA Human DNA ligase I mRNA, complete cds",-1035.7,A,-4563.6999999999998,A,4130.5,P,2640.4000000000001,A,2355,A,674.79999999999995,A,2071.1999999999998,A,2804.1999999999998,P
1377_at,"M58603 /FEATURE= /DEFINITION=HUMNFKB Human nuclear factor kappa-B DNA binding subunit (NF-kappa-B) mRNA, complete cds",5410.8999999999996,P,12950.799999999999,P,5136.1999999999998,P,3132.6999999999998,P,2201.5999999999999,A,5076.6999999999998,P,3140.5,P,4001.1999999999998,P
1378_g_at,"M58603 /FEATURE= /DEFINITION=HUMNFKB Human nuclear factor kappa-B DNA binding subunit (NF-kappa-B) mRNA, complete cds",5712.3999999999996,P,15591.200000000001,P,6596.8999999999996,P,3080.9000000000001,A,2109.5,A,5462.1000000000004,P,4886.5,P,5838.8999999999996,P
1379_at,"M59371 /FEATURE=mRNA /DEFINITION=HUMECK Human protein tyrosine kinase mRNA, complete cds",-452.39999999999998,A,-5200.6999999999998,A,-1249.7,A,625.60000000000002,A,-1262.5999999999999,A,-762.29999999999995,A,-915.89999999999998,A,-559.79999999999995,A
1380_at,"M60828 /FEATURE= /DEFINITION=HUMKGF Human keratinocyte growth factor mRNA, complete cds",-1043.8,A,-1081.0999999999999,A,-575.39999999999998,A,308,A,434,A,-518.60000000000002,A,1396.7,A,-39.200000000000003,A
1381_at,"M62303 /FEATURE= /DEFINITION=HUMRETAA Human retinoic acid receptor-beta associated open reading frame, complete sequence",-867.70000000000005,A,-626.79999999999995,A,-163.19999999999999,A,-1872.3,A,1682.4000000000001,A,-52.600000000000001,A,-421.80000000000001,A,176.59999999999999,A
1382_at,M63488 /FEATURE= /DEFINITION=HUMRPA70KD Human replication protein A 70kDa subunit mRNA complete cds,-18.100000000000001,A,2822.0999999999999,A,4093.5999999999999,P,4260.3000000000002,P,3464.6999999999998,P,4991.6000000000004,P,1140.9000000000001,A,1846.5,P
1383_at,"M64929 /FEATURE= /DEFINITION=HUMPROP2AA Human protein phosphatase 2A alpha subunit mRNA, complete cds",2197.1999999999998,P,-1721.9000000000001,A,6099.5,P,6893.1000000000004,P,883.29999999999995,A,4949,P,6228.1000000000004,P,6745.3999999999996,P
1384_at,"M64930 /FEATURE= /DEFINITION=HUMPROP2AB Human protein phosphatase 2A beta subunit mRNA, complete cds",876.89999999999998,A,2897.0999999999999,A,176,A,-99.599999999999994,A,648.5,A,-63.100000000000001,A,-294.89999999999998,A,1664.5,P
1385_at,"M77349 /FEATURE= /DEFINITION=HUMTGFBIG Human transforming growth factor-beta induced gene product (BIGH3) mRNA, complete cds",758.89999999999998,A,1485.3,A,-412.69999999999999,A,3857.9000000000001,P,1254.8,A,53.799999999999997,A,81,A,94.599999999999994,A
1386_at,"M83738 /FEATURE= /DEFINITION=HUMPTPSA Human protein-tyrosine phosphatase (PTPase MEG2) mRNA, complete cds",1787.4000000000001,A,4591,A,5369.6000000000004,P,4845.1999999999998,A,5919.8999999999996,A,6331.5,P,2565.5,A,4240.3000000000002,A
1362_s_at,"M84820 /FEATURE= /DEFINITION=HUMRXRB Human retinoid X receptor beta (RXR-beta) mRNA, complete cds",1328.4000000000001,A,4540,A,2442.6999999999998,A,2865.5999999999999,P,701.29999999999995,A,2819.3000000000002,P,1482.0999999999999,P,2856,P
1363_at,"M87770 /FEATURE= /DEFINITION=HUMKSAMI Human fibroblast growth factor receptor (K-sam) mRNA, complete cds",-140.30000000000001,A,-366.60000000000002,A,-700.10000000000002,A,203.80000000000001,A,703.10000000000002,A,-460,A,-305,A,-0.5,A
1364_at,"M93426 /FEATURE= /DEFINITION=HUMPTPRZ Human protein tyrosine phosphatase zeta-polypeptide (PTPRZ) mRNA, complete cds",160.19999999999999,A,1895.0999999999999,A,-215.59999999999999,A,1388,A,254.59999999999999,A,-296.39999999999998,A,-632.39999999999998,A,-344.69999999999999,A
1343_s_at,"S66896 /FEATURE= /DEFINITION=S66896 squamous cell carcinoma antigen=serine protease inhibitor [human, mRNA, 1711 nt]",723.79999999999995,A,197.09999999999999,A,-130.90000000000001,A,-683.5,A,-1389.0999999999999,A,-337.10000000000002,A,767,A,68.599999999999994,A
1344_at,"S69369 /FEATURE= /DEFINITION=S69369 PAX3A=transcription factor [human, adult cerebellum, mRNA, 1248 nt]",1846.4000000000001,A,5044,A,-606.39999999999998,A,-494.39999999999998,A,2082.3000000000002,A,-677.79999999999995,A,-735,A,246.40000000000001,A
1345_s_at,"S69370 /FEATURE= /DEFINITION=S69370 PAX3B=transcription factor {alternatively spliced} [human, adult cerebellum, mRNA, 841 nt]",428.5,A,-646.60000000000002,A,-250.09999999999999,A,-242.19999999999999,A,573.5,A,-164.30000000000001,A,-142.19999999999999,A,-778.70000000000005,A
1346_at,"S72043 /FEATURE=mRNA /DEFINITION=S72043 GIF=growth inhibitory factor [human, brain, Genomic, 2015 nt]",4592.1000000000004,A,6757.6999999999998,A,3729.5999999999999,A,-274.80000000000001,A,2839.8000000000002,A,2282.5,A,3813.9000000000001,A,3130,A
1347_at,"S78187 /FEATURE= /DEFINITION=S78187 CDC25Hu2=cdc25+ homolog [human, mRNA, 3118 nt]",5619.3999999999996,M,-3363.8000000000002,A,1993.2,A,9199.1000000000004,P,7496.1000000000004,P,2244.6999999999998,P,3074.1999999999998,M,5320.1999999999998,P
